X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1091;485;0.5685372;0.4493388;0.6403973;0.3610592;518.0;0.135788;False;2/21/2026 11:59:44 AM:36;1771667984036;;
1091;484;0.5685141;0.448574;0.5680002;0.4309168;517.7;0.1396349;False;2/21/2026 11:59:44 AM:68;1771667984068;;
1142;474;0.5949772;0.4390857;0.687417;0.3596571;518.0;0.1407205;False;2/21/2026 11:59:44 AM:103;1771667984103;;
1140;517;0.59375;0.4793463;0.557336;0.6509557;519.3;0.1437521;False;2/21/2026 11:59:44 AM:134;1771667984134;;
1193;482;0.621569;0.4468656;0.7167265;0.2923287;519.5;0.1435804;False;2/21/2026 11:59:44 AM:166;1771667984166;;
1200;440;0.6254496;0.407506;0.6560214;0.2435063;519.2;0.14173;False;2/21/2026 11:59:44 AM:200;1771667984200;;
1206;411;0.6282849;0.3809541;0.6560294;0.2434983;518.9;0.1417673;False;2/21/2026 11:59:44 AM:232;1771667984232;;
1210;413;0.6305802;0.3832185;0.6554439;0.4256471;519.8;0.1428673;False;2/21/2026 11:59:44 AM:268;1771667984268;;
1192;414;0.6209849;0.3833547;0.5537288;0.3987373;519.7;0.1428842;False;2/21/2026 11:59:44 AM:301;1771667984301;;
1181;446;0.6156112;0.4130352;0.5609549;0.5658427;519.8;0.1419296;False;2/21/2026 11:59:44 AM:332;1771667984332;;
1173;470;0.6111816;0.4357167;0.5609638;0.5658598;519.9;0.1419389;False;2/21/2026 11:59:44 AM:367;1771667984367;;
1179;464;0.6145446;0.4299648;0.6447315;0.370207;520.4;0.144533;False;2/21/2026 11:59:44 AM:403;1771667984403;;
1124;482;0.5857698;0.4470136;0.4805399;0.5570405;521.8;0.1398604;False;2/21/2026 11:59:44 AM:439;1771667984439;;
1135;481;0.5914724;0.4462577;0.6391146;0.4250658;523.4;0.1437736;False;2/21/2026 11:59:44 AM:472;1771667984472;;
1171;442;0.6102992;0.4094865;0.6874725;0.2680402;521.9;0.1448004;False;2/21/2026 11:59:44 AM:514;1771667984514;;
1177;441;0.6133562;0.408506;0.6655442;0.370163;522.2;0.1454367;False;2/21/2026 11:59:44 AM:529;1771667984529;;
1193;434;0.6214119;0.4027257;0.6791616;0.3374381;522.4;0.1454314;False;2/21/2026 11:59:44 AM:566;1771667984566;;
1165;472;0.6070548;0.4377629;0.5353574;0.5874834;522.2;0.1472711;False;2/21/2026 11:59:44 AM:600;1771667984600;;
1121;508;0.5839578;0.4707709;0.4901161;0.6214356;522.5;0.1379846;False;2/21/2026 11:59:44 AM:633;1771667984633;;
1115;535;0.5810598;0.4954227;0.5498479;0.6189818;523.9;0.1428636;False;2/21/2026 11:59:44 AM:669;1771667984669;;
1105;552;0.5758324;0.5118956;0.5294318;0.6203353;523.7;0.1401724;False;2/21/2026 11:59:44 AM:703;1771667984703;;
1083;566;0.5640864;0.5241504;0.4976008;0.6160427;524.8;0.1382093;False;2/21/2026 11:59:44 AM:741;1771667984741;;
1084;566;0.5648847;0.5241551;0.5887513;0.5326252;524.6;0.1423874;False;2/21/2026 11:59:44 AM:757;1771667984757;;
1048;577;0.5462543;0.5347208;0.4698701;0.6181943;524.3;0.1424709;False;2/21/2026 11:59:44 AM:801;1771667984801;;
1038;581;0.5407066;0.5384145;0.4917996;0.5993337;524.5;0.1438101;False;2/21/2026 11:59:44 AM:838;1771667984838;;
1079;565;0.5623577;0.5237397;0.6497024;0.4296645;524.1;0.1318386;True;2/21/2026 11:59:44 AM:872;1771667984872;;
1068;573;0.5562591;0.5307716;0.4967059;0.6172346;523.9;0.1456691;False;2/21/2026 11:59:44 AM:900;1771667984900;;
1057;579;0.5509393;0.5370249;0.4967159;0.6172452;523.7;0.1456801;False;2/21/2026 11:59:44 AM:933;1771667984933;;
1028;611;0.5356262;0.5661764;0.4505999;0.7208502;524.6;0.1256046;True;2/21/2026 11:59:44 AM:965;1771667984965;;
1011;615;0.5266464;0.5699113;0.4593756;0.635775;524.2;0.1176334;True;2/21/2026 11:59:45 AM:1;1771667985001;;
1002;616;0.5222978;0.5710359;0.469942;0.6179498;524.3;0.1240867;True;2/21/2026 11:59:45 AM:33;1771667985033;;
990;624;0.5156649;0.5781728;0.4529604;0.6681884;524.5;0.1254264;True;2/21/2026 11:59:45 AM:67;1771667985067;;
983;624;0.5123922;0.5785124;0.4637406;0.5922089;524.3;0.1212141;True;2/21/2026 11:59:45 AM:101;1771667985101;;
979;642;0.5101925;0.5950084;0.465795;0.7201251;525.5;0.114749;True;2/21/2026 11:59:45 AM:134;1771667985134;;
974;642;0.507356;0.5953673;0.4585106;0.6353965;526.3;0.1220281;True;2/21/2026 11:59:45 AM:169;1771667985169;;
972;643;0.506643;0.5962573;0.4703833;0.6457472;525.5;0.1128368;True;2/21/2026 11:59:45 AM:200;1771667985200;;
968;644;0.5046311;0.5964739;0.4582486;0.6026353;525.0;0.1161332;True;2/21/2026 11:59:45 AM:233;1771667985233;;
965;644;0.5030548;0.5966447;0.4582478;0.6026382;524.6;0.1161333;True;2/21/2026 11:59:45 AM:267;1771667985267;;
965;645;0.5027844;0.597528;0.4686097;0.6401895;525.3;0.1184079;True;2/21/2026 11:59:45 AM:300;1771667985300;;
964;646;0.5021425;0.5982199;0.463866;0.6396222;525.4;0.1187845;True;2/21/2026 11:59:45 AM:335;1771667985335;;
963;641;0.5017261;0.5939946;0.4792477;0.5481535;524.9;0.1162598;True;2/21/2026 11:59:45 AM:367;1771667985367;;
962;650;0.5013187;0.6027222;0.4814527;0.6947818;524.7;0.1128112;True;2/21/2026 11:59:45 AM:401;1771667985401;;
959;651;0.4998995;0.6034037;0.457312;0.6433017;524.0;0.1139076;True;2/21/2026 11:59:45 AM:433;1771667985433;;
958;654;0.4991333;0.60576;0.4617585;0.6632207;523.5;0.1219611;True;2/21/2026 11:59:45 AM:469;1771667985469;;
885;659;0.4612449;0.6110383;0.3247617;0.6950653;522.7;0.1418149;False;2/21/2026 11:59:45 AM:499;1771667985499;;
793;664;0.4134914;0.6157011;0.2778087;0.6957448;521.1;0.1359828;False;2/21/2026 11:59:45 AM:533;1771667985533;;
722;670;0.3765416;0.6212133;0.2621107;0.7085703;520.5;0.1622228;False;2/21/2026 11:59:45 AM:567;1771667985567;;
639;678;0.3329453;0.6278225;0.219143;0.7205955;519.8;0.1729467;False;2/21/2026 11:59:45 AM:602;1771667985602;;
592;682;0.3087164;0.6322603;0.2190586;0.720589;519.1;0.1729117;False;2/21/2026 11:59:45 AM:634;1771667985634;;
582;684;0.3032353;0.6338125;0.2665812;0.7009781;519.1;0.1793513;False;2/21/2026 11:59:45 AM:668;1771667985668;;
508;677;0.2646827;0.6268647;0.158948;0.5759515;518.2;0.1767832;False;2/21/2026 11:59:45 AM:703;1771667985703;;
540;677;0.2815172;0.6272686;0.3768552;0.651527;518.3;0.1909797;False;2/21/2026 11:59:45 AM:737;1771667985737;;
540;677;0.2815741;0.6275729;0.3090444;0.6396852;519.2;0.1787774;False;2/21/2026 11:59:45 AM:767;1771667985767;;
537;678;0.2801499;0.627789;0.2642722;0.6514561;521.8;0.1749135;False;2/21/2026 11:59:45 AM:799;1771667985799;;
538;671;0.2802097;0.6221169;0.3019943;0.568782;521.3;0.1654137;False;2/21/2026 11:59:45 AM:833;1771667985833;;
549;444;0.2861176;0.4117561;0.3453149;0.1031757;519.9;0.1780435;False;2/21/2026 11:59:45 AM:869;1771667985869;;
602;340;0.3136634;0.315737;0.429719;0.1134413;519.8;0.1827323;False;2/21/2026 11:59:45 AM:901;1771667985901;;
640;277;0.3333533;0.2569746;0.4296203;0.1134391;519.6;0.1827012;False;2/21/2026 11:59:45 AM:932;1771667985932;;
628;286;0.3273138;0.2651927;0.2820726;0.4494203;518.5;0.1726252;False;2/21/2026 11:59:45 AM:965;1771667985965;;
612;287;0.3191175;0.2663789;0.2637887;0.4244184;519.2;0.1642044;False;2/21/2026 11:59:46 AM:0;1771667986000;;
612;291;0.3191998;0.2703601;0.3272482;0.2976644;518.7;0.1695831;False;2/21/2026 11:59:46 AM:34;1771667986034;;
624;247;0.3254648;0.2293918;0.379227;0.1085657;517.2;0.1755701;False;2/21/2026 11:59:46 AM:67;1771667986067;;
616;214;0.3210967;0.1985475;0.2812632;0.09576627;517.3;0.1715706;False;2/21/2026 11:59:46 AM:100;1771667986100;;
616;207;0.3211221;0.1920912;0.3262569;0.1545289;518.6;0.1741807;False;2/21/2026 11:59:46 AM:133;1771667986133;;
616;188;0.3209651;0.1744301;0.3139535;0.0945299;517.4;0.1784377;False;2/21/2026 11:59:46 AM:168;1771667986168;;
627;178;0.3268135;0.1649463;0.3766931;0.1082697;516.3;0.1794436;False;2/21/2026 11:59:46 AM:202;1771667986202;;
598;178;0.3118964;0.1653799;0.2341201;0.1736455;516.5;0.179524;False;2/21/2026 11:59:46 AM:233;1771667986233;;
471;169;0.2455792;0.1569018;0.1017671;0.09685308;516.5;0.1808165;False;2/21/2026 11:59:46 AM:267;1771667986267;;
367;206;0.1911813;0.1913313;0.06640732;0.3643874;516.4;0.1820943;False;2/21/2026 11:59:46 AM:300;1771667986300;;
301;247;0.1569044;0.2287297;0.06530304;0.4025519;516.8;0.1882323;False;2/21/2026 11:59:46 AM:334;1771667986334;;
288;222;0.1504964;0.2062297;0.1186807;0.09250434;517.2;0.1802342;False;2/21/2026 11:59:46 AM:369;1771667986369;;
267;224;0.1392911;0.2075572;0.08813263;0.2508486;518.5;0.1844645;False;2/21/2026 11:59:46 AM:402;1771667986402;;
263;207;0.1371935;0.1918641;0.1193004;0.09262372;518.7;0.1791504;False;2/21/2026 11:59:46 AM:435;1771667986435;;
258;206;0.1344013;0.1910031;0.1105189;0.1703802;519.3;0.1787588;False;2/21/2026 11:59:46 AM:468;1771667986468;;
252;201;0.1313883;0.1865446;0.1035939;0.1304125;520.0;0.1749522;False;2/21/2026 11:59:46 AM:501;1771667986501;;
226;209;0.1180718;0.194056;0.05434545;0.2683308;519.8;0.172612;False;2/21/2026 11:59:46 AM:537;1771667986537;;
226;212;0.1178281;0.1965899;0.1119642;0.2447197;519.2;0.1776256;False;2/21/2026 11:59:46 AM:573;1771667986573;;
225;210;0.1176933;0.1950182;0.1108087;0.1539025;519.5;0.1763962;False;2/21/2026 11:59:46 AM:589;1771667986589;;
225;220;0.1173253;0.2039234;0.1088346;0.282592;519.8;0.1767021;False;2/21/2026 11:59:46 AM:633;1771667986633;;
230;208;0.1200785;0.1929224;0.1553854;0.1144696;520.0;0.1688714;False;2/21/2026 11:59:46 AM:671;1771667986671;;
228;197;0.1190765;0.1833001;0.1010326;0.09988225;519.5;0.1738385;False;2/21/2026 11:59:46 AM:703;1771667986703;;
223;204;0.1165789;0.1893508;0.08399507;0.2614526;520.5;0.1684002;False;2/21/2026 11:59:46 AM:734;1771667986734;;
222;204;0.1160441;0.1896841;0.1012685;0.2095681;521.5;0.1750696;False;2/21/2026 11:59:46 AM:769;1771667986769;;
222;206;0.1160349;0.1907879;0.1130417;0.2259927;522.5;0.1760986;False;2/21/2026 11:59:46 AM:801;1771667986801;;
222;206;0.1160343;0.1907725;0.1158781;0.1897845;522.8;0.1727476;False;2/21/2026 11:59:46 AM:833;1771667986833;;
223;193;0.1166137;0.1794914;0.1320396;0.09270676;521.9;0.176541;False;2/21/2026 11:59:46 AM:868;1771667986868;;
226;257;0.1179969;0.2387296;0.1437216;0.4387222;522.3;0.1640263;False;2/21/2026 11:59:46 AM:900;1771667986900;;
464;379;0.2417567;0.3516968;0.4297024;0.6013812;520.2;0.07541941;True;2/21/2026 11:59:46 AM:934;1771667986934;;
580;442;0.3023739;0.4100516;0.4214655;0.5821685;516.7;0.05554872;True;2/21/2026 11:59:46 AM:968;1771667986968;;
665;470;0.3464196;0.4359951;0.441715;0.5454172;514.3;0.07558656;True;2/21/2026 11:59:47 AM:1;1771667987001;;
748;546;0.3896663;0.5061364;0.4775758;0.6866678;512.3;0.1117897;True;2/21/2026 11:59:47 AM:37;1771667987037;;
799;573;0.416499;0.5311839;0.4836241;0.634526;511.4;0.1263658;True;2/21/2026 11:59:47 AM:71;1771667987071;;
881;573;0.4591751;0.5314232;0.5581309;0.5348707;511.3;0.1318267;True;2/21/2026 11:59:47 AM:101;1771667987101;;
936;578;0.4877634;0.535359;0.5581043;0.5714335;510.0;0.1397936;False;2/21/2026 11:59:47 AM:135;1771667987135;;
969;590;0.5046918;0.5468361;0.5572881;0.6244106;510.3;0.1385252;False;2/21/2026 11:59:47 AM:168;1771667987168;;
1024;579;0.533374;0.5363218;0.6086;0.4324522;509.2;0.1440421;False;2/21/2026 11:59:47 AM:201;1771667987201;;
1037;571;0.5401925;0.5295593;0.569899;0.4389346;508.1;0.15036;False;2/21/2026 11:59:47 AM:233;1771667987233;;
1053;521;0.548559;0.4827337;0.5856165;0.287832;508.3;0.1439706;False;2/21/2026 11:59:47 AM:267;1771667987267;;
1016;527;0.5296576;0.4885449;0.4164654;0.5446984;507.6;0.1462086;False;2/21/2026 11:59:47 AM:300;1771667987300;;
1033;523;0.5383863;0.4846788;0.5803169;0.4212345;508.2;0.1381651;False;2/21/2026 11:59:47 AM:334;1771667987334;;
1017;441;0.5299353;0.4088541;0.4496896;0.181287;509.2;0.1365727;False;2/21/2026 11:59:47 AM:368;1771667987368;;
981;357;0.5113445;0.3310083;0.4076481;0.1153889;510.5;0.1335436;True;2/21/2026 11:59:47 AM:402;1771667987402;;
968;355;0.50445;0.329576;0.4346616;0.3089695;510.2;0.1407426;False;2/21/2026 11:59:47 AM:441;1771667987441;;
957;349;0.4984893;0.3237433;0.4096357;0.2412558;511.8;0.1324945;True;2/21/2026 11:59:47 AM:459;1771667987459;;
938;312;0.4888557;0.2897785;0.4142445;0.1626765;512.3;0.1371738;False;2/21/2026 11:59:47 AM:504;1771667987504;;
932;311;0.4856241;0.2883547;0.4257371;0.2591263;512.6;0.1319552;True;2/21/2026 11:59:47 AM:537;1771667987537;;
931;300;0.4850604;0.2786348;0.457244;0.1934484;513.6;0.1387761;False;2/21/2026 11:59:47 AM:569;1771667987569;;
935;284;0.4871486;0.2636056;0.5049292;0.1572283;514.2;0.1316479;True;2/21/2026 11:59:47 AM:602;1771667987602;;
932;362;0.4854622;0.3359462;0.440641;0.5482138;513.0;0.08513012;True;2/21/2026 11:59:47 AM:634;1771667987634;;
931;385;0.4851266;0.3566297;0.4509106;0.4675645;509.5;0.05164246;True;2/21/2026 11:59:47 AM:668;1771667987668;;
930;385;0.4847645;0.3565657;0.4774038;0.3361948;508.4;0.08736414;True;2/21/2026 11:59:47 AM:702;1771667987702;;
942;342;0.4910462;0.3171802;0.5316689;0.1438822;507.8;0.0973009;True;2/21/2026 11:59:47 AM:737;1771667987737;;
952;314;0.4960521;0.2915176;0.5324674;0.1539661;510.5;0.1201407;True;2/21/2026 11:59:47 AM:773;1771667987773;;
951;306;0.4958166;0.2840083;0.4764985;0.1934033;513.9;0.1263622;True;2/21/2026 11:59:47 AM:801;1771667987801;;
897;306;0.4676748;0.2839436;0.3580185;0.2590612;515.8;0.1279791;True;2/21/2026 11:59:47 AM:835;1771667987835;;
796;393;0.4150572;0.3639328;0.2771456;0.5789985;517.7;0.1284805;True;2/21/2026 11:59:47 AM:868;1771667987868;;
736;407;0.3837391;0.3774574;0.2829516;0.4572505;519.6;0.1395258;False;2/21/2026 11:59:47 AM:901;1771667987901;;
654;414;0.3408403;0.3838743;0.223483;0.4401529;521.2;0.1280086;True;2/21/2026 11:59:47 AM:934;1771667987934;;
615;410;0.320609;0.3798325;0.2461189;0.309574;521.7;0.1291996;True;2/21/2026 11:59:47 AM:968;1771667987968;;
614;403;0.3202592;0.3734502;0.315464;0.2861409;521.1;0.1392137;False;2/21/2026 11:59:48 AM:1;1771667988001;;
623;391;0.3249575;0.3620404;0.3832135;0.2507782;519.6;0.148789;False;2/21/2026 11:59:48 AM:34;1771667988034;;
636;408;0.3314576;0.3782085;0.3986227;0.472399;518.0;0.1459859;False;2/21/2026 11:59:48 AM:67;1771667988067;;
579;422;0.3019727;0.3911163;0.2112536;0.4741074;520.3;0.1357726;False;2/21/2026 11:59:48 AM:102;1771667988102;;
561;440;0.2924845;0.4078818;0.2424032;0.5098812;521.0;0.1406197;False;2/21/2026 11:59:48 AM:136;1771667988136;;
555;465;0.2893672;0.4306367;0.2613199;0.5560794;520.7;0.1315016;True;2/21/2026 11:59:48 AM:168;1771667988168;;
665;490;0.3467778;0.4540331;0.4871067;0.574075;521.5;0.1475399;False;2/21/2026 11:59:48 AM:204;1771667988204;;
662;502;0.3453065;0.4651499;0.315993;0.5582868;521.5;0.1446111;False;2/21/2026 11:59:48 AM:236;1771667988236;;
668;489;0.3480075;0.4531582;0.3786677;0.3602652;521.3;0.1435436;False;2/21/2026 11:59:48 AM:270;1771667988270;;
704;471;0.3668056;0.4369994;0.45125;0.3256568;521.3;0.1545264;False;2/21/2026 11:59:48 AM:302;1771667988302;;
712;468;0.371266;0.4342065;0.4141364;0.3815986;522.1;0.1445395;False;2/21/2026 11:59:48 AM:334;1771667988334;;
712;468;0.3710122;0.4339793;0.360126;0.4114515;520.7;0.1510395;False;2/21/2026 11:59:48 AM:367;1771667988367;;
696;503;0.3627385;0.4660751;0.3052365;0.6039949;521.0;0.1465135;False;2/21/2026 11:59:48 AM:403;1771667988403;;
816;497;0.4252296;0.4603192;0.5662448;0.3872274;519.3;0.1563383;False;2/21/2026 11:59:48 AM:437;1771667988437;;
889;485;0.4633314;0.449231;0.5700529;0.3468248;516.4;0.1485698;False;2/21/2026 11:59:48 AM:469;1771667988469;;
904;465;0.4710354;0.430714;0.5102458;0.3078882;513.3;0.1501861;False;2/21/2026 11:59:48 AM:506;1771667988506;;
910;489;0.474325;0.4535011;0.5023118;0.576763;513.3;0.1492844;False;2/21/2026 11:59:48 AM:536;1771667988536;;
850;496;0.4428788;0.4595301;0.3244848;0.5176061;515.5;0.1416739;False;2/21/2026 11:59:48 AM:570;1771667988570;;
710;536;0.3701968;0.4968605;0.2104924;0.6512005;519.0;0.1423362;False;2/21/2026 11:59:48 AM:603;1771667988603;;
675;601;0.3520048;0.5564908;0.2764111;0.7460802;524.9;0.1030074;True;2/21/2026 11:59:48 AM:637;1771667988637;;
570;601;0.2969025;0.5570791;0.1629326;0.5696117;530.9;0.08824099;True;2/21/2026 11:59:48 AM:668;1771667988668;;
509;546;0.2651356;0.5063444;0.1724547;0.3123493;535.3;0.1110171;True;2/21/2026 11:59:48 AM:702;1771667988702;;
433;451;0.2257433;0.4184422;0.1217683;0.1774568;544.7;0.1197539;True;2/21/2026 11:59:48 AM:734;1771667988734;;
391;340;0.2041063;0.3154891;0.1330136;0.07833686;554.0;0.1537681;False;2/21/2026 11:59:48 AM:767;1771667988767;;
352;248;0.1836141;0.2299813;0.1229923;0.05273579;559.2;0.1558966;False;2/21/2026 11:59:48 AM:812;1771667988812;;
341;222;0.1780263;0.2057565;0.1266155;0.05429116;564.0;0.223002;False;2/21/2026 11:59:48 AM:828;1771667988828;;
324;182;0.1687578;0.1688415;0.1256019;0.0518958;568.3;0.2230919;False;2/21/2026 11:59:48 AM:868;1771667988868;;
